各年收入族群女性持卡人於六都消費樣態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
104年10月,台中市,女性,503,399194,212,338574,110,164819,186,123985,239,735118,656,1712446,150,521029,11756,13251377,4508,9441546,2262,7116229,4002,2435200,6684,18553904,17589,59857218,6209,32738508,36385,53828178,11675,27185972,5924,23084543,11808,8825219,14991,53158079,54347,210067002,17284,90590378,66092,96440712,19699,46518443,9252,42170827,19544,15938595,19038,79266041,88734,349416838,28887,130444335,87900,124374381,18831,48918232,11038,51678789,21944,19835028,21765,97457970,101492,384440940,38691,159882063,86378,129090288,12663,36124096,9498,50201968,19455,18972256,20252,95589932,88054,358734492,36452,157044591,81949,121958643,10639,34787407,8970,46177112,17553,16797788,17670,99857890,76621,354790503,34035,161300507,61272,95536977,7425,27675541,6518,35838426,12275,13068475,11991,81974970,53703,275192429,26232,134606099,39167,69983040,4199,16927868,3895,27539915,6951,6980800,6433,55051025,31660,172952156,15899,84037316,23310,36528529,2299,9617908,1968,13205090,3129,2945224,3274,32915364,16898,95179304,8924,44705557,8575,12628376,687,2472011,651,4331975,1050,1088547,1054,12445117,5778,29921979,3248,16307664,2945,4373963,189,825999,205,990803,248,164814,299,4533583,1767,8621868,982,5691547,1175,1536696,39,136669,70,262329,74,72792,103,1578601,641,3092618,346,2139224,529,908711,144,590938,96,590953,45,76148,198,1965832,471,2147431,308,2400985
104年11月,台中市,女性,506,324321,219,403159,111,153483,182,98919,216,296724,545,1093625,132,309509,11422,12517610,4719,9902205,2309,6885868,4090,2638745,6266,18095606,10828,28386546,5983,28980341,35254,52934384,11641,26705429,6564,27332430,11619,8700935,14438,51997197,29115,85489703,16239,85023178,64111,103550847,19431,44216521,10633,50788090,19066,15309191,17540,70977505,47679,136435215,27556,126832864,84854,139663378,19210,47907169,12551,66952796,21668,20832352,21080,87850768,58268,178640172,37779,163935960,84348,139736332,13073,38341979,10642,59827530,19270,18970707,19189,89086779,51810,165355714,35346,163910530,79722,132133391,10421,34377763,9680,60049450,17084,17919414,16499,89687712,44884,162499211,33479,163660830,59365,101548240,7354,27289719,7495,49783768,12141,11891640,11342,73128534,29918,121589662,25341,134487726,37515,68184080,3955,15952071,4607,33254729,6845,6478003,6074,46648416,17268,69716451,15689,82556244,22390,37817625,1989,8362967,2341,16553707,3093,2835342,3208,27645445,9581,37993300,8954,44534527,8416,13411139,616,2332605,760,5249811,1069,1030766,1035,11771733,3065,11532420,3134,16343795,2913,4794430,135,521360,205,1354780,258,229205,298,3258544,966,3364319,922,5271209,1111,1557433,33,198639,67,391884,77,55260,125,1630401,395,1441361,358,1837460,496,723340,161,670953,90,642125,51,117166,206,2556075,292,1235474,327,2699140
104年12月,台中市,女性,627,469958,254,462872,124,170180,240,174816,282,637239,783,1767542,163,495877,13298,15072692,5170,10729761,2554,7796849,4722,2754357,7207,20146224,14793,37699494,6691,27627473,39107,59287201,12615,28609104,6501,26794883,12966,9355798,16458,57582368,38978,112875781,17916,78012981,69406,113988600,21543,50335988,10636,50688891,21387,17949251,20015,85095991,63437,187421682,30476,123312779,91822,149047914,22242,55467826,12386,61777345,24026,23253549,23576,103515940,77475,231398258,40479,166858543,90673,152341469,16004,47325610,11054,61525495,22162,21398827,21683,109455294,68978,227933810,38206,164564573,84762,147032090,12918,43648830,10128,57795788,19356,19564546,18746,102132856,60163,221897226,36355,178655776,63252,111489987,8692,33550955,7644,48451498,13741,14353436,12931,87475175,39862,167872871,27678,153888263,40258,78393094,4918,21487761,4615,32379023,7637,9150702,6585,44672737,22478,103828895,17015,93521127,24533,43943922,2506,11387577,2432,19267817,3675,3792254,3355,25128036,12207,52554719,9791,54068527,9485,14973604,757,3089519,767,5735814,1200,1229023,1108,9416698,4308,18153982,3643,19054577,3167,5539311,177,852565,236,1477158,306,261846,289,2305324,1253,5337256,1003,5664368,1146,1671058,53,277719,70,563173,104,68399,100,749979,515,2109577,361,1514315,503,815680,175,726299,89,943182,65,345758,213,1587482,366,1791400,381,3454991
105年01月,台中市,女性,1070,1002913,375,708203,161,468475,747,341687,562,2380693,1108,2579848,428,665518,26152,33953328,10059,21381882,4164,12697201,15849,8927562,12325,38651334,22565,52887042,13041,40101110,71438,112911674,25672,60624635,11788,48053872,42512,28546243,27467,109083019,57735,159073514,34127,125002399,122307,205872088,41543,99534723,19420,93070337,61901,47726729,36323,160948093,89600,255225556,54790,212774627,165316,280088140,47432,118203368,23999,116113012,71294,60346727,44221,207919897,108849,323892047,68675,276449209,170410,303501517,38651,107067493,22381,113644510,64076,55737135,43353,256776608,100071,324076915,61509,282656599,166738,299124012,31167,97878963,22532,123947118,57772,54494630,38333,267307102,88303,317347702,56571,280198375,123809,239226148,19679,73027200,16669,98367549,41862,38130779,25582,193559490,57618,231982980,42147,229058259,77214,156474927,10179,44571961,10325,64453824,24603,24949833,13376,102957365,32327,146000171,25981,149285235,47560,93095663,5113,22078221,5542,36120496,12621,10867067,6682,55519214,17496,73294903,15164,92886643,18804,31867223,1471,5832605,2028,11579507,4862,3828308,2335,23881073,5998,26066139,5425,28921321,6213,10607574,383,1953857,608,2865362,1299,942971,607,7200162,1619,7023204,1706,9690300,2363,4354906,92,916188,173,754715,378,280452,237,2347891,683,2572779,627,3419344,1462,2406575,429,1776908,231,1727168,432,366751,523,4330041,578,1910929,794,6188455
105年02月,台中市,女性,901,834948,428,843627,161,506154,652,344690,687,2003935,1132,2231413,389,967015,22662,30829018,9268,20587201,3955,12550282,13053,7380063,13237,40102738,22585,59311565,12375,38491280,64039,102311343,21878,51520688,10977,41651145,34512,23335841,27687,97967105,56999,166078364,31419,112915845,106645,170325504,32726,76935774,17542,75432790,49876,36789029,34669,133417013,83721,238541252,49702,189064271,144872,237122022,37444,90851129,21826,99738967,56797,46479251,43023,179545822,99447,282874501,62275,248991120,152087,253849930,32552,83645470,21227,98959998,51135,44379636,42399,214321615,94049,276085769,55630,249858510,153334,258485972,27916,83357125,20915,105476239,46761,40159051,38142,259787648,85589,285472235,50168,245521320,116101,207328798,17695,59206864,15563,82296103,34807,30178366,24475,182404852,57432,210986320,36697,198590821,70978,141273387,8419,34424373,9477,52859309,20367,17882547,12183,89334108,30217,120995436,21729,126487185,43182,77492583,4209,16929971,5067,26908366,10295,8471534,5826,40143382,15861,62980892,12531,76576876,17147,28853923,1130,4819399,1761,9417909,3956,2758479,1922,15680493,5324,20360143,4825,27639728,5517,9255351,334,1441077,444,2348934,1001,835250,495,4201241,1473,6119361,1523,9143004,2064,3618794,92,503342,190,1000684,327,264376,181,1342654,567,2285324,533,3044132,1263,2346787,329,1201609,198,1612641,359,548875,522,4869733,536,1786156,752,5874498
105年03月,台中市,女性,1030,876632,394,652437,136,278834,780,353291,582,1684699,917,1852069,447,1180079,24324,30868935,7624,15002361,3586,10336972,16292,8969065,12526,38988316,21961,57013463,13133,40034055,64378,94466999,18100,40489617,9465,32468994,41321,28251179,25802,104901191,52989,171863359,33924,125770874,105421,159613201,28707,65710130,15282,61508254,59054,47123242,31817,148342411,74550,276290729,54713,214692994,139699,215554842,29158,70085552,17255,71256307,67604,57580100,37535,171730724,84123,312851314,69059,274883478,143218,215960775,21415,56177976,15996,68871665,60502,54162767,34779,175065629,73350,296022872,61714,272112828,138006,199679791,17969,53407165,15181,69010033,54650,51356687,31132,180414490,65728,296357668,55837,259689232,105114,168775874,12325,43828320,11701,57613902,40439,39731553,21693,151660104,45987,226312805,42396,224924343,66437,107921339,7162,30590421,7866,42671130,24185,22719347,12283,104102336,27337,144755023,26510,154451286,40671,62303994,3475,15161745,4303,21796770,12195,10859464,6292,61541596,14831,88186070,15848,84165204,16848,24516577,1151,4551928,1576,6942985,4979,4088819,2352,28248238,5270,28756649,5986,32697002,5219,7477354,319,1442934,455,2308526,1300,928795,589,7095925,1465,8828384,1741,10701765,2045,3193493,91,376062,155,487010,428,306243,274,4085376,574,3768364,651,2979793,1182,1626513,253,1072434,175,1429475,423,429216,471,4907074,486,2219527,804,7307589
105年04月,台中市,女性,1027,876681,400,663368,140,360627,821,395317,523,1639407,1081,2009350,411,902829,24325,29865296,9149,16759705,3663,12127564,16290,9073621,11760,34786548,23055,56158207,12767,40607110,65020,92620283,22672,48417722,10064,37899892,40586,27396077,25593,97373799,57824,169324788,33142,124773878,107697,158511000,36803,80669782,15537,70158386,58561,46325093,31845,135127445,83197,246795507,51502,208569280,143008,211401680,39464,90354571,18209,83261454,65772,57996445,38556,168376576,94893,283466487,64606,273050219,146251,216620890,30094,76158820,16822,84009976,60028,54251168,36802,178685735,84281,267412794,57283,260178238,142184,202871994,24341,70228953,16344,85622511,53514,50418764,32439,185520814,74227,261021132,52491,265618682,106554,169911999,16125,54019855,12477,67183057,39348,37489520,22524,159112966,50572,198235422,39243,214914575,66676,115002480,8570,32520306,7687,45793764,22949,21777361,12054,110719122,28590,122629702,23896,138529788,40759,63615171,4438,18209628,4255,25069462,11760,10974473,6163,63233890,16000,68249118,14210,80003177,16244,24473207,1402,4851133,1475,8129326,4771,3683477,2186,27743028,5570,21855836,5451,30271340,5066,7586993,371,1290416,387,1877045,1157,834038,645,10399441,1523,6790377,1697,9839807,2055,3109337,90,379232,144,685027,405,324452,223,3079377,732,3261148,594,2949218,540,776927,32,157643,52,224619,80,227849,78,1265797,159,905421,205,1162810
105年05月,台中市,女性,1081,967721,407,621546,154,351972,819,370610,563,2769862,1022,1809384,490,995646,26306,33231450,9567,17554718,3667,11215050,18253,10869175,12429,38103610,23040,52291066,15185,42563430,69555,103021007,23073,50158581,10067,39918702,44195,29787523,26504,99664456,54929,142175290,36400,125065532,114691,175462370,35102,76934886,15458,71261600,61985,50526071,32228,139889478,76514,197826175,55769,220855957,151070,225602422,38111,86062755,17731,83543747,70725,63741039,38757,179558710,87348,237553167,67397,284843270,152504,224801085,30228,73967591,16572,81962863,63108,59575261,36835,198377536,77807,225520679,59860,285044505,147342,217458675,24668,70387477,15457,76636291,56277,53683103,32653,209135431,69681,227822581,53901,278340622,111070,177365689,16670,54819700,11969,61854454,41496,38841409,22369,172273523,48307,173001937,39224,217706859,69585,116731694,8966,33061109,7594,42227625,24313,23677422,12233,113640394,27910,106353314,23672,148132334,42214,65985312,4607,17252688,4218,24727926,12519,10863369,6354,71568756,14846,57080699,14058,87466098,17330,26241844,1501,5572383,1437,7790881,5009,4084588,2353,31976889,5724,21904045,5609,35648319,5388,8140373,410,1556653,424,2441138,1295,1075804,609,9560853,1560,5509171,1599,10246681,2191,3460088,122,489605,173,630803,429,332463,233,3466623,571,1966290,599,3157996,590,812964,37,153890,32,140684,66,34051,73,1024137,181,612073,206,1189802
105年06月,台中市,女性,1261,1233740,495,822170,220,487151,835,472455,645,3375475,1201,2118656,662,943612,27608,33259736,10006,17688644,4530,14141977,19023,11192554,13491,40871515,22763,47469885,18859,43989582,71116,100851332,23088,47178992,10639,41165507,46066,32108658,27738,96596234,54855,133417903,44087,128760069,115379,165875718,35697,75505990,16065,73167044,63928,51800327,33145,132638049,77559,197227983,65409,216194884,157383,219147762,39306,87608472,19405,91131363,74038,68197706,41172,194686656,92254,241843416,79620,282182476,161914,238797077,31566,76830014,17808,89435792,66332,64388242,39662,231228545,82998,236046214,72477,294616254,158109,225286825,25933,71908722,17594,89828718,60294,60635942,35339,242845348,74526,240963581,65198,296099397,120569,198235360,16837,54119128,13311,70215120,44470,46153381,23764,174906783,49970,181366060,47546,234189805,74552,122004826,8889,32288433,8557,51079208,26077,26382430,12509,101399043,27687,105475577,28334,158388642,45611,68009717,4328,16910240,4604,27778345,13311,12134729,6414,66666593,15259,60487856,16463,93719886,19329,28369956,1414,5264751,1654,9528694,5183,4278159,2395,28471657,5722,21000669,6644,36367871,5741,8613093,329,1248986,423,1936037,1350,968520,574,7130311,1572,5714870,1886,13332758,2374,3367128,94,320541,175,662016,404,333385,224,4303199,649,2545469,665,3741002,1340,2240603,348,1252566,198,1432203,415,508938,480,4921757,596,2190100,887,7272012
105年07月,台中市,女性,1380,1255797,468,689584,231,548659,700,495076,620,2802574,1257,2141884,612,986763,28901,34765405,9346,16313271,4570,13096876,17844,10784090,13055,39270631,23272,51886377,18758,42880030,79498,112143397,23476,47898280,11428,43409902,45750,32621123,28267,98472179,58594,145256037,45370,130069680,126758,181706267,35905,73802607,17460,78060925,63597,53859721,34059,130593280,83029,206935613,69024,226646630,169400,233780266,40710,85970359,21466,96964861,73428,67274767,43269,200594762,99009,254519292,86046,300794709,175819,252990761,33800,77092320,20761,99241833,66575,65792666,43681,241838411,92200,244789934,78190,310017421,170920,248227068,27830,70913407,19978,101990294,59518,58187132,38271,254706806,81980,252622204,70637,300841227,129845,196955949,17817,54782594,14523,73580796,43408,45062659,24651,172987801,54051,185901666,50416,246879252,79570,144162311,9120,32404130,9051,54837986,25400,26969312,12802,92814493,29496,114095926,29217,158157080,47438,76621927,4413,16027749,4660,25904745,12805,11998097,6248,54899514,15118,59983010,16836,90703064,20397,30446406,1492,5127757,1705,8730405,5124,4160145,2304,24630471,6299,22923736,6563,36449871,6110,8912458,363,1097683,492,2337115,1321,1005435,615,6462919,1492,5766037,1788,10882429,2481,3815423,126,646457,176,628600,429,355760,237,3147018,688,2281279,682,4378410,1563,2247668,387,1100629,230,1428336,413,518817,498,4597500,607,2248863,962,6597101
105年08月,台中市,女性,1331,1304731,439,703219,283,810717,812,429658,700,2801621,1330,2447096,656,1192496,28534,36536771,7978,13985352,4400,13065355,17957,10596666,13250,38212790,21767,45263519,17517,41820345,76302,114967656,18728,37653347,10933,40179978,46437,31173921,28346,99843473,51179,117658025,42958,137035471,119788,189000495,29108,59481482,16200,67070754,64691,51490810,32664,126553531,67664,155626904,62605,228200663,160665,245547698,33758,70237201,20667,88034917,76419,65124895,41064,170280988,79832,185777300,77029,291423039,166348,266778303,28489,63554427,20807,94312827,72170,62857410,41781,217706886,74363,178819930,70592,298295489,164311,257550208,24781,65129835,20277,96008956,65661,62014688,37360,271560324,67966,183824569,63900,302208255,124963,206239575,16666,50730830,14398,72441471,48837,45744477,25033,201525368,46468,141624945,46494,236124386,78331,137798927,8682,30346280,8433,45589758,28745,25801205,12802,103470604,26321,86660761,27342,153245155,46439,77599822,4510,16613571,4437,24569950,14694,12385606,6260,58121283,13771,44554623,16155,93848977,19951,32375406,1443,4751342,1704,9044863,5790,4480610,2449,27468559,5208,15935765,6482,38157374,5854,9091972,317,741625,449,2045561,1454,1172626,603,7835163,1413,4403165,1813,10164721,2370,4033251,101,538402,168,575710,447,323773,219,2491937,666,2098409,682,3682295,1426,2477811,321,1035979,214,1219140,446,438233,485,4123395,554,1798768,988,8767935
105年09月,台中市,女性,1514,1369611,431,644135,327,854700,860,422610,675,2017531,1510,3058574,679,1063887,26949,31531131,7126,13310287,4347,11854147,16343,8995512,12641,35918668,26164,74028800,16321,45177018,70868,102369100,17259,37134902,10452,38428131,42410,29322437,26922,95718376,68174,251353743,39531,131751984,113626,165924949,26593,59117003,14767,63171949,58246,46038009,30813,123690825,94750,386034171,56771,213495083,151872,215051257,28783,65719961,17645,75852209,67273,59460015,36253,149391590,107269,461234177,68045,266513489,157562,230782717,22805,56032331,17197,77765497,63284,57560661,35499,165811921,95274,432216629,62846,271870707,154881,223514467,19473,53935862,16737,80618348,58654,54034147,32133,199392442,85575,423581581,57675,282138490,117747,180540454,13758,44770741,12927,61033857,43999,41569947,22554,176188697,60110,340746464,42081,232431851,73689,135396140,7419,27859197,7668,41973434,25730,24642057,12029,109148559,35050,222600731,24873,153128550,44209,69284556,3897,16356447,4075,22109510,13461,12300354,6090,69848227,18838,131833096,14952,90722931,19057,28550409,1285,4934138,1593,9762308,5291,4306248,2296,29848716,7252,52300585,5953,36308194,5672,8236102,293,1105017,395,1941715,1329,1013619,587,8974936,1784,11789733,1658,10025049,2310,3933422,106,555214,179,798299,402,272379,217,3130229,732,5263476,645,3275686,1357,2288261,278,1050683,203,1095655,454,608752,484,4779441,575,3059454,857,7571373
105年10月,台中市,女性,1396,1058837,446,751648,191,362688,962,433575,658,1628713,1536,2941251,802,1254730,26959,30194734,7920,15578947,4174,11990568,17578,9921231,15179,35186133,31062,79694740,18137,46973870,72395,98908199,20106,47260026,11572,41541976,45285,31554494,34015,100232903,76952,235926829,45205,149392310,115553,161608329,29583,68661719,17005,71676594,62652,52706752,37611,136722060,104785,328313830,65274,250476368,156003,209250240,32161,76184248,19938,87188325,72370,65462181,42745,166343423,117415,383940730,78109,312162916,162035,219287877,25490,66727885,18210,86370082,69098,64232312,40570,178666023,104514,354704502,70385,303116623,156718,215741467,21403,63537218,17214,78604520,62614,59869727,36070,192809426,92999,349803271,61994,302043315,120886,185077017,14404,49089100,13790,71599277,47769,45561471,25289,172108958,66399,290951222,45333,236564610,76490,125733362,8137,32986434,8970,53231922,28963,28149532,14005,127668700,38281,183643661,26735,168410918,46753,67817816,4140,16696245,4813,27321639,14936,13529916,7131,76709759,21335,99615381,15462,92388583,20767,29813192,1397,5496830,1882,9957111,6353,4897665,2723,36419806,8252,39199213,6622,38287927,6026,8480552,271,823480,489,2454643,1624,1238828,708,10176764,1980,9238330,1866,10683470,2482,3800278,100,659926,191,822555,499,381387,243,3481562,899,3608188,706,4168371,1503,2263687,305,1268570,209,1380006,483,529512,515,5274215,757,2884228,960,8377624
105年11月,台中市,女性,1228,1038646,435,770538,173,362060,993,445280,604,1604717,1178,2012475,623,795312,23492,25851131,7870,16909446,3812,10849462,18286,9660410,15120,34326862,21002,43295173,16953,43513598,61303,78450604,18857,44812836,11457,43453420,45912,31914596,36118,107005715,50929,119208594,42945,137731461,95400,119229057,29034,70768074,17104,77629620,63157,51381332,38631,139005248,67828,167442673,63999,219708275,130488,156780868,33450,86187180,20777,94922890,74941,65605816,43896,173838005,79199,210788254,81650,287445448,137837,170519596,26802,76595449,19706,104369914,70677,67014438,41664,183554108,72716,206836737,75533,306448208,133239,166986740,21365,68375112,18396,97636975,63345,60968829,36460,187897614,62780,201596433,65930,292390776,101695,137570036,14498,53093660,14929,84191237,47411,47004041,25898,166701827,43349,152119394,48711,237398733,64036,94403497,8011,33011861,10028,59528987,27982,27975922,14163,111342969,24811,95226392,30167,171689861,39356,52485669,4157,19030305,5502,32070298,14577,14353255,7131,64504256,13912,52446696,17724,98988483,17685,21877368,1461,5773704,2101,11720197,6219,5772211,2789,28063433,5487,20710998,7239,37740261,5125,6933154,254,1028225,559,3233349,1588,1151229,666,7860674,1372,4864049,2116,12100974,2316,3360902,124,778948,198,1032426,498,423239,262,3335473,610,1739701,796,4494240,1355,2199722,329,1356805,253,1460830,443,464339,517,4474330,547,1996940,993,7895168
105年12月,台中市,女性,1443,1227129,554,922528,201,505058,1100,489520,658,1923282,1474,2543480,728,1215589,26891,31092167,9757,20390784,4340,12767260,19409,10934432,15370,37011388,27795,57421377,17704,43547512,68162,92189171,23955,57241700,11883,47819935,48325,34189895,36652,104107389,66937,161837192,44371,143313626,104213,136527478,35498,84522658,17124,77820032,64984,55845005,40054,141377200,89742,225571664,64776,244671875,140803,174073968,42132,103290687,21210,97396475,77041,71672147,46401,180030657,107009,285639286,83371,322184045,149352,189063131,35630,96157747,20415,102744055,73302,71150449,44511,201282444,99841,287568387,77435,330596614,142825,191514399,28686,88002398,19071,97097296,65039,66189284,38248,192140676,85500,280644347,68440,341160464,109369,147685815,19098,68900413,15708,86972674,48866,49560653,27090,159406380,58400,213121307,51081,279876899,67924,94692405,10186,41884977,10135,59849930,28834,29082917,14488,96439651,33673,133555166,31171,192816665,41308,57359104,5172,23435929,5461,30870457,14917,14698231,7234,57788301,18133,72935130,18290,109279035,19274,24738024,1825,6598851,2243,11753937,6550,5552197,2742,23093909,7462,29602623,8041,44401993,5508,7561417,440,1740048,531,2964726,1635,1216763,617,5725075,1835,7135926,2311,15505096,2537,3353242,156,750258,232,983893,495,481390,272,2546052,814,3258572,819,4112829,1446,2250437,400,1610021,264,2019619,510,657809,555,4435780,682,2535607,1043,8222590
